# LAST EDIT: 22/08/2020 - MITSU
#######################
# PLEASURE/HAREM/RAPE #
#######################
###ÄNSI
#
# PLEASURE
#
hide_deformity_spells;Dissimulate Deformity;;;;;;;;;;;;;;
EVTDESCharemsins012;You don't know what you drank in the last weeks, but you can't really focus as you did any more, and pretty much anything will make you jump off your feet. But you can see so many things that weren't there before, you must take more of it.;;;;;;;;;;;;;;
EVTOPTAharemsins012;What's THAT!?!;;;;;;;;;;;;;;
EVTDESCharemsins013;You almost drowned one of the new servants in wine today. Spending so much time only interacting with close and known faces might be making you a little too suspicious of others...;;;;;;;;;;;;;;
EVTOPTAharemsins013;HE was the suspicious one!;;;;;;;;;;;;;;
EVTDESCharemsins014;Whether it be men or women, food or mead, you want it and aplenty, spending this time off let you understand there's nothing better than enjoying life as much as possible.;;;;;;;;;;;;;;
EVTOPTAharemsins014;Nothing at all!;;;;;;;;;;;;;;
EVTDESCharemsins015;Being away from the problems of rulership for some time has really helped you placate your mind.;;;;;;;;;;;;;;
EVTOPTAharemsins015;Thoughts are so soothing now...;;;;;;;;;;;;;;
EVTDESCharemsins016;You have so many attentions from thralls and servants, all of them listening to you, encouraging you, that you've started to feel a little better about yourself lately.;;;;;;;;;;;;;;
EVTOPTAharemsins016;Maybe life isn't so bad...;;;;;;;;;;;;;;
EVTDESCharemsins017;You've spent some time away from your responsibilities as a ruler, but now maybe it's time to go back at it, isn't it? Having to lay motionless for entire days doesn't really help anybody...;;;;;;;;;;;;;;
EVTOPTAharemsins017;It helps ME.;;;;;;;;;;;;;;
EVTOPTBharemsins017;Quick, assemble my council!;;;;;;;;;;;;;;
EVTDESCharemsins018;You went on as long as you could, day after day, choking on foreign food and intoxicating elixirs, but your body cannot handle it any more.;;;;;;;;;;;;;;
EVTOPTAharemsins018;Just get me to bed, please!;;;;;;;;;;;;;;
EVTDESCharemsins019;A second thrall comes over you, joining the first as he ravages your body.;;;;;;;;;;;;;;
EVTOPTAharemsins019;More, please!;;;;;;;;;;;;;;
EVTDESCharemsins020;Having to wake with an hangover each morning, barely remembering what happened the previous day while being in no condition to live the next, has somehow lost its appeal to you.;;;;;;;;;;;;;;
EVTOPTAharemsins020;There are other ways to get intoxicated after all...;;;;;;;;;;;;;;
EVTOPTBharemsins020;Enough! Just get me some water and get out!;;;;;;;;;;;;;;
EVTDESCharemsins021;You glance nauseous at your bloated belly, trying to move on your side without throwing up. The servants wait around you with plates filled with more food, but right now it might as well be scorpions.;;;;;;;;;;;;;;
EVTOPTAharemsins021;I'd rather do something else to waste time...;;;;;;;;;;;;;;
EVTOPTBharemsins021;Enough prancing around, there's more important affairs to attend to!;;;;;;;;;;;;;;
EVTDESCharemsins022;Strange to believe it, but all these days doing nothing but feeding your libido seems to have finally satiated it. Right now the mere thought of calling one of your thralls would make you throw up.;;;;;;;;;;;;;;
EVTOPTAharemsins022;Give it a few days, it'll come back...;;;;;;;;;;;;;;
EVTOPTBharemsins022;Then this whole thing has outlived its usefulness.;;;;;;;;;;;;;;
EVTDESCharemsins024;Empty flattery after empty flattery, you're starting to hate all this frivolous attention to your body.;;;;;;;;;;;;;;
EVTOPTAharemsins024;Less words, more fun.;;;;;;;;;;;;;;
EVTOPTBharemsins024;Enough of this, you bore me.;;;;;;;;;;;;;;
#
# RAPE
#
EVTOPTArape0005;[FromFrom.GetSheHeCap] will pay for this!;;;;;;;;;;;;;;
EVTDESCrape.0013;Your thrall stands before you, at the mercy of your whims.;;;;;;;;;;;;;;
EVTOPTArape.0013;I've no longer need of this one. Release [From.GetHerHim].;;;;;;;;;;;;;;
EVTOPTBrape.0013;Snip him, I've grown tired of his privates.;;;;;;;;;;;;;;
EVTOPTCrape.0013;Kill [From.GetHerHim].;;;;;;;;;;;;;;
EVTOPTDrape.0013;I've something... special... in mind for this one.;;;;;;;;;;;;;;
EVTDESCrape.0015;The scared thrall is dragged in your private dungeon to receive whatever special treatment you have in mind for [From.GetHerHim].;;;;;;;;;;;;;;
EVTOPTArape.0015;Keep still, I'm making some improvements on your face.;;;;;;;;;;;;;;
EVTOPTBrape.0015;Something really special for this fine specimen...;;;;;;;;;;;;;;
EVTOPTCrape.0015;Something really special for you, little one...;;;;;;;;;;;;;;
EVTOPTDrape.0015;Hm, thinking again, you bore me. Get lost.;;;;;;;;;;;;;;
EVTDESCrape.0016;They always twitch, that can ruin a perfect work. But still, you're satisfied with your new piece. It's a new face altogether, something sublime.;;;;;;;;;;;;;;
EVTOPTArape.0016;Ever so close to perfection...;;;;;;;;;;;;;;
EVTDESCArape.0017;The stables under the moonlight are such a suggestive setup. Your favourite horse is already struggling in his place, smelling the new mate you've brought to him. What a mighty steed. Sometimes you almost feel like joining the fun you're submitting your thrall to.;;;;;;;;;;;;;;
EVTDESCBrape.0017;The stables under the moonlight are such a suggestive setup. Your favourite Nauglir is already struggling in his place, smelling the new mate you've brought to him. What magnificent scales does it sport. Sometimes you almost feel like joining the fun you're submitting your thrall to.;;;;;;;;;;;;;;
EVTOPTArape.0017;Why not? Are you done yet?;;;;;;;;;;;;;;
EVTOPTBrape.0017;Nah, he's having his fun already.;;;;;;;;;;;;;;
EVTDESCrape.0018;A few straps, needles and hooks, is all that a good artist really needs to have fun with, even if the subject of [Root.GetHerHis] affections is someone as base and meaningless as a thrall.;;;;;;;;;;;;;;
EVTOPTArape.0018;It's the gift of a true artist.;;;;;;;;;;;;;;
EVTDESCrape.0019;Draining blood, cutting flesh, there's all sorts of ways one can refine the body of even the most unworthy subject. You are really happy with the result of your work, the deadly look of the thrall really speaks to you.;;;;;;;;;;;;;;
EVTOPTArape.0019;Lean and refined.;;;;;;;;;;;;;;
EVTDESCrape.0020;The eyes of this one was what really caught your attention. They are so beautiful. Especially now that you had them added to your personal painter's last masterpiece.;;;;;;;;;;;;;;
EVTOPTArape.0020;They can still stare! It's beautiful.;;;;;;;;;;;;;;
EVTDESCrape.0021;It takes just little one spoonful of powder to create the most hilarious reactions in children. Look at how [FromFromFrom.GetSheHe] frets still. It almost makes one wonder what marvellous and terrible things the substance is allowing [FromFromFrom.GetHerHim] to see.;;;;;;;;;;;;;;
EVTOPTArape.0021;I'll join the kid.;;;;;;;;;;;;;;
EVTOPTBrape.0021;Looking at [FromFromFrom.GetHerHim] is way better.;;;;;;;;;;;;;;
EVTDESCrape.0022;After some time, you've run out of things, yet you still think the kid could be made to eat something more. It's almost fascinating, really. And you work has made [FromFromFrom.GetHerHim] so plump and soft...;;;;;;;;;;;;;;
EVTOPTArape.0022;It looks almost... delicious...;;;;;;;;;;;;;;
EVTOPTBrape.0022;Let's see if there's something more upstairs...;;;;;;;;;;;;;;
EVTDESCrape.0023;You really cannot understand when they cry. They become part of something beautiful, the sweetest of sensations binding two souls together. Certain to be one of their fondest memories in adulthood.;;;;;;;;;;;;;;
EVTOPTArape.0023;I still remember my first time...;;;;;;;;;;;;;;
EVTDESCrape.0024;The mind of a child is such a pure and delicate thing, to twist it is easy, but bending it to a point is the skill of a master.;;;;;;;;;;;;;;
EVTOPTArape.0024;Such as myself, of course.;;;;;;;;;;;;;;
EVTDESCArape.0025;What a thrilling and unique experience. Why do you even keep the most passionate of your lovers confined in the stables?;;;;;;;;;;;;;;
EVTOPTArape.0025;It's cruel.;;;;;;;;;;;;;;
EVTDESCrape.0026;You might have underestimated the ardour of your steed. In the frenzy of the passion he ended up hopelessly trampling your body.;;;;;;;;;;;;;;
EVTOPTArape.0026;Still... worth... it...;;;;;;;;;;;;;;
EVTDESCrape.0011;AI Dummy;;;;;;;;;;;;;;
EVTOPTArape.0011;AI Dummy;;;;;;;;;;;;;;
EVTOPTA662;AI Dummy;;;;;;;;;;;;;;
#
# NEUTRAL
#
EVTDESCneutral660;That vile savage [From.GetFirstName] has forced me to become [From.GetHerHis] concubine!;;;;;;;;;;;;;;
EVTDESCneutral661;[FromFrom.GetFirstName] has forced my [GetFromRelation] [From.GetFirstName] to become [FromFrom.GetHerHis] concubine!;;;;;;;;;;;;;;
EVTDESCneutral662;[FromFrom.GetFirstName] has forced my [GetFromRelation] [From.GetFirstName] to become [FromFrom.GetHerHis] concubine!;;;;;;;;;;;;;;
#
# ENATIC BIRTH
#
EVTDESCenaticbirth001;It would seem you are with child.;;;;;;;;;;;;;;
EVTOPTAenaticbirth0001;The brat better be worth all this nuisance...;;;;;;;;;;;;;;
EVTDESCenaticbirth002;Your wife finally saw it fit to tell you she's pregnant.;;;;;;;;;;;;;;
EVTOPTAenaticbirth0002;The brat better be mine.;;;;;;;;;;;;;;
#
EVTDESCsinsa11142;Having to ride out or even walk after eating so much always makes you nauseous. You had also planned a fencing session today, but perhaps you should take a break...;;;;;;;;;;;;;;
EVTOPTAsinsa1142;I'm not feeling like doing anything right now.;;;;;;;;;;;;;;
EVTOPTBsinsa1142;Wouldn't be healthy do nothing after eating so much.;;;;;;;;;;;;;;
EVTDESCsinsa11143;You were planning for a walk after the sixth course, but you're feeling too heavy and tired to walk anywhere right now.;;;;;;;;;;;;;;
EVTDESCsinsa11144;Your whole life is a failure, there is really no point in doing anything if it's always going to be the wrong thing.;;;;;;;;;;;;;;
EVTOPTAsinsa1144;Better do nothing at all.;;;;;;;;;;;;;;
EVTOPTBsinsa1144;I have to try, at least.;;;;;;;;;;;;;;
EVTDESCsinsa11145;Why even get up of bed when everything and everyone is going to be against you, each day of your accursed life? You might as well lay down and wait for death.;;;;;;;;;;;;;;
EVTDESCsinsa11146;Every night is a party, things normally so bland, suddenly become hilarious through the alcohol induced stupor I'm keeping myself into. Despite a few rough mornings, I can barely remember the last time I was sad.;;;;;;;;;;;;;;
EVTOPTAsinsa1146;Life is good.;;;;;;;;;;;;;;
EVTOPTBsinsa1146;Yeah, but I can barely remember *anything* at all...;;;;;;;;;;;;;;
EVTDESCsinsa11147;Another day passes by, spent sitting on my nice soft couch and gorging upon the last delicacies of my cooks. Everything would be fine, if not because I'll have to skip second breakfast tomorrow morning to let the tailor take again my measures for new clothes. Perhaps I can make the servants feed me while he works...;;;;;;;;;;;;;;
EVTOPTAsinsa1147;He better take them good this time.;;;;;;;;;;;;;;
EVTDESCsinsa11149;I've lost every appetite. I do nothing, why should I eat anything? I'm not hungry anyway. My body has grown skinnier and sharper as days passed by, even the faintest of the noises and lights bothers me and I find harder to focus for longer times.;;;;;;;;;;;;;;
EVTOPTAsinsa1149;Am I dreaming right now?;;;;;;;;;;;;;;
EVTDESCsinsa11154;I know the value of good work and moderation, yet my body is still cursed by past wickedness.;;;;;;;;;;;;;;
EVTOPTAsinsa1154;I must try to get back into shape, no matter what.;;;;;;;;;;;;;;
EVTOPTBsinsa1154;I've really a lot to worry about already.;;;;;;;;;;;;;;
EVTDESCsinsa11155;The rush of appetite I've been having lately has truly been good to me: I feel less tired, everyone at court says I look healthier and my bones do not stick out anymore from under my skin. I do worry about overdoing though...;;;;;;;;;;;;;;
EVTOPTAsinsa1155;Nonsense!;;;;;;;;;;;;;;
EVTOPTBsinsa1155;Maybe it's better to return to more frugal habits...;;;;;;;;;;;;;;
EVTDESCsinsa1200;Your helmet falls off and the enemy's blade strikes true. When you come to your senses again, your whole face has been covered in bandages, covering a ghastly disfigurement.;;;;;;;;;;;;;;
EVTOPTAsinsa1200;My face!;;;;;;;;;;;;;;
EVTDESCsinsa11182;Lately your sour humour has brought you to contemplate your delicate features, the ones bards used to sing about in your halls. Nothing brings you comfort, your life is an unending cycle of suffering... Nothing good ever happens to you, why then you have such a pretty face? As you look at your reflection, you realize you have a blade in your hands.;;;;;;;;;;;;;;
EVTDESCsinsa11183;The blade carves deep in your skin, peeling off slices of flesh, taking away your undeserved beauty, painting you of the dark colours of your soul.;;;;;;;;;;;;;;
EVTDESCsinsa11184;In the past few days you thought back to how close you came to disfigure yourself over nothing. The shock has somehow awaken you. Why should you keep living like this any longer? Don't you have suffered enough without beating yourself too? Maybe a more sunny disposition could be what you really need.;;;;;;;;;;;;;;
EVTDESCsinsa11185;You weren't even brave enough to rightfully punish yourself for your beauty. Now your untarnished face haunts you in every corner, reminding of your undeserving looks. Today it was once too much and to escape the guilt you ended up jumping off a balcony. Your servants managed to get you healed in time sadly, but you are permanently crippled.;;;;;;;;;;;;;;
EVTOPTAsinsa1182;I don't deserve this.;;;;;;;;;;;;;;
EVTOPTBsinsa1182;Is this really what I'm reduced to?;;;;;;;;;;;;;;
EVTOPTAsinsa1183;The pain is my friend, the pain is good...;;;;;;;;;;;;;;
EVTOPTAsinsa1184;I shall not fall so low again.;;;;;;;;;;;;;;
EVTOPTAsinsa1185;I deserve this.;;;;;;;;;;;;;;
